Sbx Travel,,Villa,México,Tulum,RG 15,,5,14,,Si,RG1517,10-15%,https://drive.google.com/drive/folders/1U53VPl7ZXrGHnui1IVufTrCQl_C9laUr?usp=sharing
VIP Soul,Armonía,Villa,España,Ibiza,Sant Josep,,5,10,6,Si,Aquí,,https://drive.google.com/file/d/1_56wCouTXPzfNO9YJ1Rjocu4YEJg2PKF/view?usp=drive_link
VIP Soul,Azahara,Villa,España,Ibiza,Sant Josep,,6,12,6,Si,Aquí,,https://drive.google.com/file/d/1UNmo2XkK5JeO96yEUH-xVqYlAi4t8ZTb/view?usp=drive_link
VIP Soul,Exclusive Estate ,Villa,España,Ibiza,,,6,15,"6,5",Si,Aquí,10%,https://drive.google.com/file/d/1yBRduXdNFCk0xnGl-4hZK5bghDo7GH6h/view?usp=drive_link
VIP Soul,Can Flowers,Villa,España,Ibiza,Santa Eulalia,,7,13,7,Si,Aquí,10%,https://drive.google.com/file/d/1gw2oZCCUffohSqA0sAVk2QVRZZkHKZuD/view?usp=drive_link
VIP Soul,Can Moustique,Villa,España,Ibiza,Sant Josep,,5,,5,Si,Aquí,10%,
VIP Soul,Can Cactus,Villa,España,Ibiza,San Agustín,,5,,5,Si,Aquí,10%,
VIP Soul,Villa Palau,Villa,España,Ibiza,,,4,8,3,Si,Aquí ,10%,
VIP Soul,Villa Sant Jordi,Villa,España,Ibiza,Sant Jordi,,4,8,3,Si,Aquí,10%,
VIP Soul,Villa Talamanca,Villa,España,Ibiza,Talamanca,,4,8,3,Si,Aquí,10%,
VIP Soul,Villa Primavera ,Villa,España,Ibiza,Can Furnet,,3,6,3,Si,Aquí,10%,
VIP Soul,Paul Apartment,Departamento,España,Ibiza,Marina de Botafoch,,3,6,2,Si,Aquí,10%,
VIP Soul,Pink Apartment,Departamento,España,Ibiza,Marina de Botafoch,,2,4,2,Si,Aquí,10%,
VIP Soul,White Apartment,Departamento,España,Ibiza,Marina de Botafoch,,2,4 + 1,2,Si,Aquí ,10%,
Vhils,Aroeira Mansion,Villa,Portugal,Lisboa,Aroeira,,4,10,"4,5",Si,Aquí,10%,
Vhils,Green Cabin,Villa,Portugal,Lisboa,Costa da Caparica,Beach Front,2,4,"1,5",No,Aquí,10%,
Vhils,Melides Art,Villa,Portugal,Lisboa,,,4,8,,Si,Aquí,10%,
